sample	Temp	TimePoint	Day	Medium	Identification	OD	OD_min	OD_max	Genus	Lifestyle
TS-042	23 °C	T6	6	PD	Cutaneotrichosporon dermatis	0.6418125	0.5930625	0.6720625	Cutaneotrichosporon	Clinical
TS-042	23 °C	T7	7	PD	Cutaneotrichosporon dermatis	0.6806875	0.6316875	0.7156875	Cutaneotrichosporon	Clinical
TS-042	28 °C	T0	0	PD	Cutaneotrichosporon dermatis	0.0049375	-0.0028125	0.0141875	Cutaneotrichosporon	Clinical
TS-042	28 °C	T1	1	PD	Cutaneotrichosporon dermatis	0.1208125	0.1085625	0.1295625	Cutaneotrichosporon	Clinical
TS-042	28 °C	T2	2	PD	Cutaneotrichosporon dermatis	0.577875	0.543375	0.621375	Cutaneotrichosporon	Clinical
TS-042	28 °C	T3	3	PD	Cutaneotrichosporon dermatis	0.707625	0.679625	0.757625	Cutaneotrichosporon	Clinical
TS-042	28 °C	T4	4	PD	Cutaneotrichosporon dermatis	0.7815625	0.7453125	0.8123125	Cutaneotrichosporon	Clinical
TS-042	28 °C	T5	5	PD	Cutaneotrichosporon dermatis	0.813875	0.782125	0.834125	Cutaneotrichosporon	Clinical
TS-042	28 °C	T6	6	PD	Cutaneotrichosporon dermatis	0.84175	0.81975	0.86075	Cutaneotrichosporon	Clinical
TS-042	28 °C	T7	7	PD	Cutaneotrichosporon dermatis	0.8629375	0.8524375	0.8744375	Cutaneotrichosporon	Clinical
TS-042	33 °C	T0	0	PD	Cutaneotrichosporon dermatis	0	-0.003125	-0.000125	Cutaneotrichosporon	Clinical
TS-042	33 °C	T1	1	PD	Cutaneotrichosporon dermatis	0.1216875	0.1031875	0.1361875	Cutaneotrichosporon	Clinical
TS-042	33 °C	T2	2	PD	Cutaneotrichosporon dermatis	0.199375	0.147875	0.222875	Cutaneotrichosporon	Clinical
TS-042	33 °C	T3	3	PD	Cutaneotrichosporon dermatis	0.2644375	0.2119375	0.2899375	Cutaneotrichosporon	Clinical
TS-042	33 °C	T4	4	PD	Cutaneotrichosporon dermatis	0.3100625	0.2565625	0.3375625	Cutaneotrichosporon	Clinical
TS-042	33 °C	T5	5	PD	Cutaneotrichosporon dermatis	0.327875	0.273875	0.356875	Cutaneotrichosporon	Clinical
TS-042	33 °C	T6	6	PD	Cutaneotrichosporon dermatis	0.33325	0.2895	0.3625	Cutaneotrichosporon	Clinical
TS-042	33 °C	T7	7	PD	Cutaneotrichosporon dermatis	0.3400625	0.3005625	0.3685625	Cutaneotrichosporon	Clinical
TS-042	37 °C	T0	0	PD	Cutaneotrichosporon dermatis	0	-0.003	0.006	Cutaneotrichosporon	Clinical
TS-042	37 °C	T1	1	PD	Cutaneotrichosporon dermatis	0.12525	0.1	0.164	Cutaneotrichosporon	Clinical
TS-042	37 °C	T2	2	PD	Cutaneotrichosporon dermatis	0.26725	0.22725	0.29725	Cutaneotrichosporon	Clinical
TS-042	37 °C	T3	3	PD	Cutaneotrichosporon dermatis	0.3628125	0.3063125	0.3893125	Cutaneotrichosporon	Clinical
TS-042	37 °C	T4	4	PD	Cutaneotrichosporon dermatis	0.4005625	0.3618125	0.4198125	Cutaneotrichosporon	Clinical
TS-042	37 °C	T5	5	PD	Cutaneotrichosporon dermatis	0.4618125	0.4213125	0.4783125	Cutaneotrichosporon	Clinical
TS-042	37 °C	T6	6	PD	Cutaneotrichosporon dermatis	0.4894375	0.4201875	0.5501875	Cutaneotrichosporon	Clinical
TS-042	37 °C	T7	7	PD	Cutaneotrichosporon dermatis	0.4675625	0.4350625	0.4900625	Cutaneotrichosporon	Clinical
TS-046	18 °C	T0	0	PD	Cutaneotrichosporon oleaginosus	0.0040625	-0.0209375	0.0380625	Cutaneotrichosporon	Environmental
TS-046	18 °C	T1	1	PD	Cutaneotrichosporon oleaginosus	0.0430625	0.0323125	0.0533125	Cutaneotrichosporon	Environmental
TS-046	18 °C	T2	2	PD	Cutaneotrichosporon oleaginosus	0.1968125	0.1593125	0.2483125	Cutaneotrichosporon	Environmental
TS-046	18 °C	T3	3	PD	Cutaneotrichosporon oleaginosus	0.3650625	0.3105625	0.4345625	Cutaneotrichosporon	Environmental
TS-046	18 °C	T4	4	PD	Cutaneotrichosporon oleaginosus	0.5199375	0.4554375	0.5994375	Cutaneotrichosporon	Environmental
TS-046	18 °C	T5	5	PD	Cutaneotrichosporon oleaginosus	0.6491875	0.5821875	0.7241875	Cutaneotrichosporon	Environmental
TS-046	18 °C	T6	6	PD	Cutaneotrichosporon oleaginosus	0.7493125	0.6898125	0.8038125	Cutaneotrichosporon	Environmental
TS-046	18 °C	T7	7	PD	Cutaneotrichosporon oleaginosus	0.806	0.72375	0.87475	Cutaneotrichosporon	Environmental
TS-046	23 °C	T0	0	PD	Cutaneotrichosporon oleaginosus	0.000125	-0.017125	0.011875	Cutaneotrichosporon	Environmental
TS-046	23 °C	T1	1	PD	Cutaneotrichosporon oleaginosus	0.0585625	0.0438125	0.0748125	Cutaneotrichosporon	Environmental
TS-046	23 °C	T2	2	PD	Cutaneotrichosporon oleaginosus	0.257375	0.234375	0.296375	Cutaneotrichosporon	Environmental
TS-046	23 °C	T3	3	PD	Cutaneotrichosporon oleaginosus	0.4699375	0.4441875	0.5221875	Cutaneotrichosporon	Environmental
TS-046	23 °C	T4	4	PD	Cutaneotrichosporon oleaginosus	0.667625	0.624125	0.756125	Cutaneotrichosporon	Environmental
TS-046	23 °C	T5	5	PD	Cutaneotrichosporon oleaginosus	0.7643125	0.7323125	0.8363125	Cutaneotrichosporon	Environmental
TS-046	23 °C	T6	6	PD	Cutaneotrichosporon oleaginosus	0.8468125	0.8190625	0.9080625	Cutaneotrichosporon	Environmental
TS-046	23 °C	T7	7	PD	Cutaneotrichosporon oleaginosus	0.9001875	0.8786875	0.9546875	Cutaneotrichosporon	Environmental
TS-046	28 °C	T0	0	PD	Cutaneotrichosporon oleaginosus	0	-0.0308125	0.0041875	Cutaneotrichosporon	Environmental
TS-046	28 °C	T1	1	PD	Cutaneotrichosporon oleaginosus	0.1143125	0.1035625	0.1205625	Cutaneotrichosporon	Environmental
TS-046	28 °C	T2	2	PD	Cutaneotrichosporon oleaginosus	0.444625	0.326375	0.571375	Cutaneotrichosporon	Environmental
TS-046	28 °C	T3	3	PD	Cutaneotrichosporon oleaginosus	0.701125	0.475625	0.917625	Cutaneotrichosporon	Environmental
TS-046	28 °C	T4	4	PD	Cutaneotrichosporon oleaginosus	0.9638125	0.7533125	1.1853125	Cutaneotrichosporon	Environmental
TS-046	28 °C	T5	5	PD	Cutaneotrichosporon oleaginosus	1.098375	0.832125	1.370125	Cutaneotrichosporon	Environmental
TS-046	28 °C	T6	6	PD	Cutaneotrichosporon oleaginosus	1.2	0.97075	1.42075	Cutaneotrichosporon	Environmental
TS-046	28 °C	T7	7	PD	Cutaneotrichosporon oleaginosus	1.1804375	0.8404375	1.4834375	Cutaneotrichosporon	Environmental
TS-046	33 °C	T0	0	PD	Cutaneotrichosporon oleaginosus	0	-0.005125	-0.000125	Cutaneotrichosporon	Environmental
TS-046	33 °C	T1	1	PD	Cutaneotrichosporon oleaginosus	0.0724375	0.0341875	0.0961875	Cutaneotrichosporon	Environmental
TS-046	33 °C	T2	2	PD	Cutaneotrichosporon oleaginosus	0.200625	0.143875	0.227875	Cutaneotrichosporon	Environmental
TS-046	33 °C	T3	3	PD	Cutaneotrichosporon oleaginosus	0.3179375	0.2339375	0.3539375	Cutaneotrichosporon	Environmental
TS-046	33 °C	T4	4	PD	Cutaneotrichosporon oleaginosus	0.4070625	0.3155625	0.4485625	Cutaneotrichosporon	Environmental
TS-046	33 °C	T5	5	PD	Cutaneotrichosporon oleaginosus	0.473125	0.374875	0.519875	Cutaneotrichosporon	Environmental
TS-046	33 °C	T6	6	PD	Cutaneotrichosporon oleaginosus	0.551	0.4415	0.5995	Cutaneotrichosporon	Environmental
TS-046	33 °C	T7	7	PD	Cutaneotrichosporon oleaginosus	0.6050625	0.4945625	0.6585625	Cutaneotrichosporon	Environmental
TS-046	37 °C	T0	0	PD	Cutaneotrichosporon oleaginosus	0.00275	-0.003	0.01	Cutaneotrichosporon	Environmental
TS-046	37 °C	T1	1	PD	Cutaneotrichosporon oleaginosus	0.03125	-0.016	0.081	Cutaneotrichosporon	Environmental
TS-046	37 °C	T2	2	PD	Cutaneotrichosporon oleaginosus	0.026	-0.01475	0.06125	Cutaneotrichosporon	Environmental
TS-046	37 °C	T3	3	PD	Cutaneotrichosporon oleaginosus	0.0298125	-0.0076875	0.0613125	Cutaneotrichosporon	Environmental
TS-046	37 °C	T4	4	PD	Cutaneotrichosporon oleaginosus	0.0168125	-0.0031875	0.0308125	Cutaneotrichosporon	Environmental
TS-046	37 °C	T5	5	PD	Cutaneotrichosporon oleaginosus	0.0168125	-0.0066875	0.0373125	Cutaneotrichosporon	Environmental
TS-046	37 °C	T6	6	PD	Cutaneotrichosporon oleaginosus	0.0534375	-0.0118125	0.1031875	Cutaneotrichosporon	Environmental
TS-046	37 °C	T7	7	PD	Cutaneotrichosporon oleaginosus	0.0163125	-0.0049375	0.0330625	Cutaneotrichosporon	Environmental
